customer,orders,revenue,active,signup_date,last_seen,notes
Foxtrot,7,417.2,,2024-06-24,2025-03-24T05:35:00.000000,follow-up
Helix,14,434.55,true,2024-07-25,2025-01-25T06:42:00.000000,priority
Iota,21,451.9,false,2024-08-26,2025-02-26T07:49:00.000000,""
Acme,28,469.25,,2024-09-27,2025-03-27T08:56:00.000000,upsell candidate
Beta,35,486.6,true,2024-10-01,2025-01-01T09:03:00.000000,new
Gamma,5,505.05,false,2024-11-02,2025-02-02T10:10:00.000000,
Delta,12,522.4,,2024-12-03,2025-03-03T11:17:00.000000,follow-up
Echo,19,539.75,true,2024-01-04,2025-01-04T12:24:00.000000,priority
Foxtrot,26,557.1,false,2024-02-05,2025-02-05T13:31:00.000000,""
Helix,33,574.45,,2024-03-06,2025-03-06T14:38:00.000000,upsell candidate
Iota,3,592.9,true,2024-04-07,2025-01-07T15:45:00.000000,new
Acme,10,211.2,false,2024-05-08,2025-02-08T16:52:00.000000,
Beta,17,228.55,,2024-06-09,2025-03-09T17:59:00.000000,follow-up
Gamma,24,245.9,true,2024-07-10,2025-01-10T18:06:00.000000,priority
Delta,31,263.25,false,2024-08-11,2025-02-11T19:13:00.000000,""
Echo,1,281.7,,2024-09-12,2025-03-12T20:20:00.000000,upsell candidate
Foxtrot,8,299.05,true,2024-10-13,2025-01-13T21:27:00.000000,new
Helix,15,316.4,false,2024-11-14,2025-02-14T22:34:00.000000,
Iota,22,333.75,,2024-12-15,2025-03-15T23:41:00.000000,follow-up
Acme,29,351.1,true,2024-01-16,2025-01-16T00:48:00.000000,priority
Beta,36,369.55,false,2024-02-17,2025-02-17T01:55:00.000000,""
Gamma,6,386.9,,2024-03-18,2025-03-18T02:02:00.000000,upsell candidate
Delta,13,404.25,true,2024-04-19,2025-01-19T03:09:00.000000,new
Echo,20,421.6,false,2024-05-20,2025-02-20T04:16:00.000000,
Foxtrot,27,438.95,,2024-06-21,2025-03-21T05:23:00.000000,follow-up
Helix,34,457.4,true,2024-07-22,2025-01-22T06:30:00.000000,priority
Iota,4,474.75,false,2024-08-23,2025-02-23T07:37:00.000000,""
Acme,11,492.1,,2024-09-24,2025-03-24T08:44:00.000000,upsell candidate
Beta,18,509.45,true,2024-10-25,2025-01-25T09:51:00.000000,new
Gamma,25,526.8,false,2024-11-26,2025-02-26T10:58:00.000000,
Delta,32,545.25,,2024-12-27,2025-03-27T11:05:00.000000,follow-up
Echo,2,562.6,true,2024-01-01,2025-01-01T12:12:00.000000,priority
Foxtrot,9,579.95,false,2024-02-02,2025-02-02T13:19:00.000000,""
Helix,16,597.3,,2024-03-03,2025-03-03T14:26:00.000000,upsell candidate
Iota,23,215.6,true,2024-04-04,2025-01-04T15:33:00.000000,new
Acme,30,234.05,false,2024-05-05,2025-02-05T16:40:00.000000,
Beta,37,251.4,,2024-06-06,2025-03-06T17:47:00.000000,follow-up
Gamma,7,268.75,true,2024-07-07,2025-01-07T18:54:00.000000,priority
Delta,14,286.1,false,2024-08-08,2025-02-08T19:01:00.000000,""
Echo,21,303.45,,2024-09-09,2025-03-09T20:08:00.000000,upsell candidate
Foxtrot,28,321.9,true,2024-10-10,2025-01-10T21:15:00.000000,new
Helix,35,339.25,false,2024-11-11,2025-02-11T22:22:00.000000,
Iota,5,356.6,,2024-12-12,2025-03-12T23:29:00.000000,follow-up
Acme,12,373.95,true,2024-01-13,2025-01-13T00:36:00.000000,priority
Beta,19,391.3,false,2024-02-14,2025-02-14T01:43:00.000000,""
Gamma,26,409.75,,2024-03-15,2025-03-15T02:50:00.000000,upsell candidate
Delta,33,427.1,true,2024-04-16,2025-01-16T03:57:00.000000,new
Echo,3,444.45,false,2024-05-17,2025-02-17T04:04:00.000000,
Foxtrot,10,461.8,,2024-06-18,2025-03-18T05:11:00.000000,follow-up
Helix,17,479.15,true,2024-07-19,2025-01-19T06:18:00.000000,priority
Iota,24,497.6,false,2024-08-20,2025-02-20T07:25:00.000000,""
Acme,31,514.95,,2024-09-21,2025-03-21T08:32:00.000000,upsell candidate
Beta,1,532.3,true,2024-10-22,2025-01-22T09:39:00.000000,new
Gamma,8,549.65,false,2024-11-23,2025-02-23T10:46:00.000000,
Delta,15,567.0,,2024-12-24,2025-03-24T11:53:00.000000,follow-up
Echo,22,585.45,true,2024-01-25,2025-01-25T12:00:00.000000,priority
Foxtrot,29,602.8,false,2024-02-26,2025-02-26T13:07:00.000000,""
Helix,36,221.1,,2024-03-27,2025-03-27T14:14:00.000000,upsell candidate
Iota,6,238.45,true,2024-04-01,2025-01-01T15:21:00.000000,new
Acme,13,255.8,false,2024-05-02,2025-02-02T16:28:00.000000,
Beta,20,274.25,,2024-06-03,2025-03-03T17:35:00.000000,follow-up
Gamma,27,291.6,true,2024-07-04,2025-01-04T18:42:00.000000,priority
Delta,34,308.95,false,2024-08-05,2025-02-05T19:49:00.000000,""
Echo,4,326.3,,2024-09-06,2025-03-06T20:56:00.000000,upsell candidate
Foxtrot,11,343.65,true,2024-10-07,2025-01-07T21:03:00.000000,new
Helix,18,362.1,false,2024-11-08,2025-02-08T22:10:00.000000,
Iota,25,379.45,,2024-12-09,2025-03-09T23:17:00.000000,follow-up
Acme,32,396.8,true,2024-01-10,2025-01-10T00:24:00.000000,priority
Beta,2,414.15,false,2024-02-11,2025-02-11T01:31:00.000000,""
Gamma,9,431.5,,2024-03-12,2025-03-12T02:38:00.000000,upsell candidate
Delta,16,449.95,true,2024-04-13,2025-01-13T03:45:00.000000,new
Echo,23,467.3,false,2024-05-14,2025-02-14T04:52:00.000000,
Foxtrot,30,484.65,,2024-06-15,2025-03-15T05:59:00.000000,follow-up
Helix,37,502.0,true,2024-07-16,2025-01-16T06:06:00.000000,priority
Iota,7,519.35,false,2024-08-17,2025-02-17T07:13:00.000000,""
Acme,14,537.8,,2024-09-18,2025-03-18T08:20:00.000000,upsell candidate
Beta,21,555.15,true,2024-10-19,2025-01-19T09:27:00.000000,new
Gamma,28,572.5,false,2024-11-20,2025-02-20T10:34:00.000000,
Delta,35,589.85,,2024-12-21,2025-03-21T11:41:00.000000,follow-up
Echo,5,607.2,true,2024-01-22,2025-01-22T12:48:00.000000,priority
Foxtrot,12,226.6,false,2024-02-23,2025-02-23T13:55:00.000000,""
Helix,19,243.95,,2024-03-24,2025-03-24T14:02:00.000000,upsell candidate
Iota,26,261.3,true,2024-04-25,2025-01-25T15:09:00.000000,new
Acme,33,278.65,false,2024-05-26,2025-02-26T16:16:00.000000,
Beta,3,296.0,,2024-06-27,2025-03-27T17:23:00.000000,follow-up
Gamma,10,314.45,true,2024-07-01,2025-01-01T18:30:00.000000,priority
Delta,17,331.8,false,2024-08-02,2025-02-02T19:37:00.000000,""
Echo,24,349.15,,2024-09-03,2025-03-03T20:44:00.000000,upsell candidate
Foxtrot,31,366.5,true,2024-10-04,2025-01-04T21:51:00.000000,new
Helix,1,383.85,false,2024-11-05,2025-02-05T22:58:00.000000,
Iota,8,402.3,,2024-12-06,2025-03-06T23:05:00.000000,follow-up
Acme,15,419.65,true,2024-01-07,2025-01-07T00:12:00.000000,priority
Beta,22,437.0,false,2024-02-08,2025-02-08T01:19:00.000000,""
Gamma,29,454.35,,2024-03-09,2025-03-09T02:26:00.000000,upsell candidate
Delta,36,471.7,true,2024-04-10,2025-01-10T03:33:00.000000,new
Echo,6,490.15,false,2024-05-11,2025-02-11T04:40:00.000000,
Foxtrot,13,507.5,,2024-06-12,2025-03-12T05:47:00.000000,follow-up
Helix,20,524.85,true,2024-07-13,2025-01-13T06:54:00.000000,priority
Iota,27,542.2,false,2024-08-14,2025-02-14T07:01:00.000000,""
Acme,34,559.55,,2024-09-15,2025-03-15T08:08:00.000000,upsell candidate
Beta,4,578.0,true,2024-10-16,2025-01-16T09:15:00.000000,new
Gamma,11,595.35,false,2024-11-17,2025-02-17T10:22:00.000000,
Delta,18,612.7,,2024-12-18,2025-03-18T11:29:00.000000,follow-up
Echo,25,231.0,true,2024-01-19,2025-01-19T12:36:00.000000,priority
Foxtrot,32,248.35,false,2024-02-20,2025-02-20T13:43:00.000000,""
Helix,2,266.8,,2024-03-21,2025-03-21T14:50:00.000000,upsell candidate
Iota,9,284.15,true,2024-04-22,2025-01-22T15:57:00.000000,new
Acme,16,301.5,false,2024-05-23,2025-02-23T16:04:00.000000,
Beta,23,318.85,,2024-06-24,2025-03-24T17:11:00.000000,follow-up
Gamma,30,336.2,true,2024-07-25,2025-01-25T18:18:00.000000,priority
Delta,37,354.65,false,2024-08-26,2025-02-26T19:25:00.000000,""
Echo,7,372.0,,2024-09-27,2025-03-27T20:32:00.000000,upsell candidate
Foxtrot,14,389.35,true,2024-10-01,2025-01-01T21:39:00.000000,new
Helix,21,406.7,false,2024-11-02,2025-02-02T22:46:00.000000,
Iota,28,424.05,,2024-12-03,2025-03-03T23:53:00.000000,follow-up
Acme,35,442.5,true,2024-01-04,2025-01-04T00:00:00.000000,priority
Beta,5,459.85,false,2024-02-05,2025-02-05T01:07:00.000000,""
Gamma,12,477.2,,2024-03-06,2025-03-06T02:14:00.000000,upsell candidate
Delta,19,494.55,true,2024-04-07,2025-01-07T03:21:00.000000,new
Echo,26,511.9,false,2024-05-08,2025-02-08T04:28:00.000000,
Foxtrot,33,530.35,,2024-06-09,2025-03-09T05:35:00.000000,follow-up
Helix,3,547.7,true,2024-07-10,2025-01-10T06:42:00.000000,priority
Iota,10,565.05,false,2024-08-11,2025-02-11T07:49:00.000000,""
Acme,17,582.4,,2024-09-12,2025-03-12T08:56:00.000000,upsell candidate
Beta,24,599.75,true,2024-10-13,2025-01-13T09:03:00.000000,new
Gamma,31,618.2,false,2024-11-14,2025-02-14T10:10:00.000000,
Delta,1,236.5,,2024-12-15,2025-03-15T11:17:00.000000,follow-up
Echo,8,253.85,true,2024-01-16,2025-01-16T12:24:00.000000,priority
Foxtrot,15,271.2,false,2024-02-17,2025-02-17T13:31:00.000000,""
Helix,22,288.55,,2024-03-18,2025-03-18T14:38:00.000000,upsell candidate
Iota,29,307.0,true,2024-04-19,2025-01-19T15:45:00.000000,new
Acme,36,324.35,false,2024-05-20,2025-02-20T16:52:00.000000,
Beta,6,341.7,,2024-06-21,2025-03-21T17:59:00.000000,follow-up
Gamma,13,359.05,true,2024-07-22,2025-01-22T18:06:00.000000,priority
Delta,20,376.4,false,2024-08-23,2025-02-23T19:13:00.000000,""
Echo,27,394.85,,2024-09-24,2025-03-24T20:20:00.000000,upsell candidate
Foxtrot,34,412.2,true,2024-10-25,2025-01-25T21:27:00.000000,new
Helix,4,429.55,false,2024-11-26,2025-02-26T22:34:00.000000,
Iota,11,446.9,,2024-12-27,2025-03-27T23:41:00.000000,follow-up
Acme,18,464.25,true,2024-01-01,2025-01-01T00:48:00.000000,priority
Beta,25,482.7,false,2024-02-02,2025-02-02T01:55:00.000000,""
Gamma,32,500.05,,2024-03-03,2025-03-03T02:02:00.000000,upsell candidate
Delta,2,517.4,true,2024-04-04,2025-01-04T03:09:00.000000,new
Echo,9,534.75,false,2024-05-05,2025-02-05T04:16:00.000000,
Foxtrot,16,552.1,,2024-06-06,2025-03-06T05:23:00.000000,follow-up
Helix,23,570.55,true,2024-07-07,2025-01-07T06:30:00.000000,priority
Iota,30,587.9,false,2024-08-08,2025-02-08T07:37:00.000000,""
Acme,37,605.25,,2024-09-09,2025-03-09T08:44:00.000000,upsell candidate
Beta,7,622.6,true,2024-10-10,2025-01-10T09:51:00.000000,new
Gamma,14,240.9,false,2024-11-11,2025-02-11T10:58:00.000000,
Delta,21,259.35,,2024-12-12,2025-03-12T11:05:00.000000,follow-up
Echo,28,276.7,true,2024-01-13,2025-01-13T12:12:00.000000,priority
Foxtrot,35,294.05,false,2024-02-14,2025-02-14T13:19:00.000000,""
Helix,5,311.4,,2024-03-15,2025-03-15T14:26:00.000000,upsell candidate
Iota,12,328.75,true,2024-04-16,2025-01-16T15:33:00.000000,new
Acme,19,347.2,false,2024-05-17,2025-02-17T16:40:00.000000,
Beta,26,364.55,,2024-06-18,2025-03-18T17:47:00.000000,follow-up
Gamma,33,381.9,true,2024-07-19,2025-01-19T18:54:00.000000,priority
Delta,3,399.25,false,2024-08-20,2025-02-20T19:01:00.000000,""
Echo,10,416.6,,2024-09-21,2025-03-21T20:08:00.000000,upsell candidate
Foxtrot,17,435.05,true,2024-10-22,2025-01-22T21:15:00.000000,new
Helix,24,452.4,false,2024-11-23,2025-02-23T22:22:00.000000,
Iota,31,469.75,,2024-12-24,2025-03-24T23:29:00.000000,follow-up
Acme,1,487.1,true,2024-01-25,2025-01-25T00:36:00.000000,priority
Beta,8,504.45,false,2024-02-26,2025-02-26T01:43:00.000000,""
Gamma,15,522.9,,2024-03-27,2025-03-27T02:50:00.000000,upsell candidate
Delta,22,540.25,true,2024-04-01,2025-01-01T03:57:00.000000,new
Echo,29,557.6,false,2024-05-02,2025-02-02T04:04:00.000000,
Foxtrot,36,574.95,,2024-06-03,2025-03-03T05:11:00.000000,follow-up
Helix,6,592.3,true,2024-07-04,2025-01-04T06:18:00.000000,priority
Iota,13,610.75,false,2024-08-05,2025-02-05T07:25:00.000000,""
Acme,20,628.1,,2024-09-06,2025-03-06T08:32:00.000000,upsell candidate
Beta,27,246.4,true,2024-10-07,2025-01-07T09:39:00.000000,new
Gamma,34,263.75,false,2024-11-08,2025-02-08T10:46:00.000000,
Delta,4,281.1,,2024-12-09,2025-03-09T11:53:00.000000,follow-up
Echo,11,299.55,true,2024-01-10,2025-01-10T12:00:00.000000,priority
Foxtrot,18,316.9,false,2024-02-11,2025-02-11T13:07:00.000000,""
Helix,25,334.25,,2024-03-12,2025-03-12T14:14:00.000000,upsell candidate
Iota,32,351.6,true,2024-04-13,2025-01-13T15:21:00.000000,new
Acme,2,368.95,false,2024-05-14,2025-02-14T16:28:00.000000,
Beta,9,387.4,,2024-06-15,2025-03-15T17:35:00.000000,follow-up
Gamma,16,404.75,true,2024-07-16,2025-01-16T18:42:00.000000,priority
Delta,23,422.1,false,2024-08-17,2025-02-17T19:49:00.000000,""
Echo,30,439.45,,2024-09-18,2025-03-18T20:56:00.000000,upsell candidate
Foxtrot,37,456.8,true,2024-10-19,2025-01-19T21:03:00.000000,new
Helix,7,475.25,false,2024-11-20,2025-02-20T22:10:00.000000,
Iota,14,492.6,,2024-12-21,2025-03-21T23:17:00.000000,follow-up
Acme,21,509.95,true,2024-01-22,2025-01-22T00:24:00.000000,priority
Beta,28,527.3,false,2024-02-23,2025-02-23T01:31:00.000000,""
Gamma,35,544.65,,2024-03-24,2025-03-24T02:38:00.000000,upsell candidate
Delta,5,563.1,true,2024-04-25,2025-01-25T03:45:00.000000,new
Echo,12,580.45,false,2024-05-26,2025-02-26T04:52:00.000000,
Foxtrot,19,597.8,,2024-06-27,2025-03-27T05:59:00.000000,follow-up
Helix,26,615.15,true,2024-07-01,2025-01-01T06:06:00.000000,priority
Iota,33,632.5,false,2024-08-02,2025-02-02T07:13:00.000000,""
Acme,3,251.9,,2024-09-03,2025-03-03T08:20:00.000000,upsell candidate
Beta,10,269.25,true,2024-10-04,2025-01-04T09:27:00.000000,new
Gamma,17,286.6,false,2024-11-05,2025-02-05T10:34:00.000000,
Delta,24,303.95,,2024-12-06,2025-03-06T11:41:00.000000,follow-up
Echo,31,321.3,true,2024-01-07,2025-01-07T12:48:00.000000,priority
Foxtrot,1,339.75,false,2024-02-08,2025-02-08T13:55:00.000000,""
Helix,8,357.1,,2024-03-09,2025-03-09T14:02:00.000000,upsell candidate
Iota,15,374.45,true,2024-04-10,2025-01-10T15:09:00.000000,new
Acme,22,391.8,false,2024-05-11,2025-02-11T16:16:00.000000,
Beta,29,409.15,,2024-06-12,2025-03-12T17:23:00.000000,follow-up
Gamma,36,427.6,true,2024-07-13,2025-01-13T18:30:00.000000,priority
Delta,6,444.95,false,2024-08-14,2025-02-14T19:37:00.000000,""
Echo,13,462.3,,2024-09-15,2025-03-15T20:44:00.000000,upsell candidate
Foxtrot,20,479.65,true,2024-10-16,2025-01-16T21:51:00.000000,new
Helix,27,497.0,false,2024-11-17,2025-02-17T22:58:00.000000,
Iota,34,515.45,,2024-12-18,2025-03-18T23:05:00.000000,follow-up
Acme,4,532.8,true,2024-01-19,2025-01-19T00:12:00.000000,priority
Beta,11,550.15,false,2024-02-20,2025-02-20T01:19:00.000000,""
Gamma,18,567.5,,2024-03-21,2025-03-21T02:26:00.000000,upsell candidate
Delta,25,584.85,true,2024-04-22,2025-01-22T03:33:00.000000,new
Echo,32,603.3,false,2024-05-23,2025-02-23T04:40:00.000000,
Foxtrot,2,620.65,,2024-06-24,2025-03-24T05:47:00.000000,follow-up
Helix,9,638.0,true,2024-07-25,2025-01-25T06:54:00.000000,priority
Iota,16,256.3,false,2024-08-26,2025-02-26T07:01:00.000000,""
Acme,23,273.65,,2024-09-27,2025-03-27T08:08:00.000000,upsell candidate
Beta,30,292.1,true,2024-10-01,2025-01-01T09:15:00.000000,new
Gamma,37,309.45,false,2024-11-02,2025-02-02T10:22:00.000000,
Delta,7,326.8,,2024-12-03,2025-03-03T11:29:00.000000,follow-up
Echo,14,344.15,true,2024-01-04,2025-01-04T12:36:00.000000,priority
Foxtrot,21,361.5,false,2024-02-05,2025-02-05T13:43:00.000000,""
Helix,28,379.95,,2024-03-06,2025-03-06T14:50:00.000000,upsell candidate
Iota,35,397.3,true,2024-04-07,2025-01-07T15:57:00.000000,new
Acme,5,414.65,false,2024-05-08,2025-02-08T16:04:00.000000,
Beta,12,432.0,,2024-06-09,2025-03-09T17:11:00.000000,follow-up
Gamma,19,449.35,true,2024-07-10,2025-01-10T18:18:00.000000,priority
Delta,26,467.8,false,2024-08-11,2025-02-11T19:25:00.000000,""
Echo,33,485.15,,2024-09-12,2025-03-12T20:32:00.000000,upsell candidate
Foxtrot,3,502.5,true,2024-10-13,2025-01-13T21:39:00.000000,new
Helix,10,519.85,false,2024-11-14,2025-02-14T22:46:00.000000,
Iota,17,537.2,,2024-12-15,2025-03-15T23:53:00.000000,follow-up
Acme,24,555.65,true,2024-01-16,2025-01-16T00:00:00.000000,priority
Beta,31,573.0,false,2024-02-17,2025-02-17T01:07:00.000000,""
Gamma,1,590.35,,2024-03-18,2025-03-18T02:14:00.000000,upsell candidate
Delta,8,607.7,true,2024-04-19,2025-01-19T03:21:00.000000,new
Echo,15,625.05,false,2024-05-20,2025-02-20T04:28:00.000000,
Foxtrot,22,643.5,,2024-06-21,2025-03-21T05:35:00.000000,follow-up
Helix,29,261.8,true,2024-07-22,2025-01-22T06:42:00.000000,priority
Iota,36,279.15,false,2024-08-23,2025-02-23T07:49:00.000000,""
Acme,6,296.5,,2024-09-24,2025-03-24T08:56:00.000000,upsell candidate
Beta,13,313.85,true,2024-10-25,2025-01-25T09:03:00.000000,new
Gamma,20,332.3,false,2024-11-26,2025-02-26T10:10:00.000000,
Delta,27,349.65,,2024-12-27,2025-03-27T11:17:00.000000,follow-up
Echo,34,367.0,true,2024-01-01,2025-01-01T12:24:00.000000,priority
Foxtrot,4,384.35,false,2024-02-02,2025-02-02T13:31:00.000000,""
Helix,11,401.7,,2024-03-03,2025-03-03T14:38:00.000000,upsell candidate
Iota,18,420.15,true,2024-04-04,2025-01-04T15:45:00.000000,new
Acme,25,437.5,false,2024-05-05,2025-02-05T16:52:00.000000,
Beta,32,454.85,,2024-06-06,2025-03-06T17:59:00.000000,follow-up
Gamma,2,472.2,true,2024-07-07,2025-01-07T18:06:00.000000,priority
Delta,9,489.55,false,2024-08-08,2025-02-08T19:13:00.000000,""
Echo,16,508.0,,2024-09-09,2025-03-09T20:20:00.000000,upsell candidate
Foxtrot,23,525.35,true,2024-10-10,2025-01-10T21:27:00.000000,new
Helix,30,542.7,false,2024-11-11,2025-02-11T22:34:00.000000,
Iota,37,560.05,,2024-12-12,2025-03-12T23:41:00.000000,follow-up
Acme,7,577.4,true,2024-01-13,2025-01-13T00:48:00.000000,priority
Beta,14,595.85,false,2024-02-14,2025-02-14T01:55:00.000000,""
Gamma,21,613.2,,2024-03-15,2025-03-15T02:02:00.000000,upsell candidate
Delta,28,630.55,true,2024-04-16,2025-01-16T03:09:00.000000,new
Echo,35,647.9,false,2024-05-17,2025-02-17T04:16:00.000000,
Foxtrot,5,266.2,,2024-06-18,2025-03-18T05:23:00.000000,follow-up
Helix,12,284.65,true,2024-07-19,2025-01-19T06:30:00.000000,priority
Iota,19,302.0,false,2024-08-20,2025-02-20T07:37:00.000000,""
Acme,26,319.35,,2024-09-21,2025-03-21T08:44:00.000000,upsell candidate
Beta,33,336.7,true,2024-10-22,2025-01-22T09:51:00.000000,new
Gamma,3,354.05,false,2024-11-23,2025-02-23T10:58:00.000000,
Delta,10,372.5,,2024-12-24,2025-03-24T11:05:00.000000,follow-up
Echo,17,389.85,true,2024-01-25,2025-01-25T12:12:00.000000,priority
Foxtrot,24,407.2,false,2024-02-26,2025-02-26T13:19:00.000000,""
Helix,31,424.55,,2024-03-27,2025-03-27T14:26:00.000000,upsell candidate
Iota,1,441.9,true,2024-04-01,2025-01-01T15:33:00.000000,new
